2018-09-24T17:56:26.813Z: listening on port 8000
2018-09-24T18:17:40.889Z: listening on port 8000
2018-09-24T18:37:12.082Z: listening on port 8000
2018-09-24T18:37:55.483Z: User of type 0 with id lW88NX8nrWPLuo1yAAAA connected
2018-09-24T18:37:55.484Z: Current number of kinect clients connected: 1
2018-09-24T18:38:13.870Z: User of type 0 with id lW88NX8nrWPLuo1yAAAA disconnected
2018-09-24T18:38:13.870Z: Current number of kinect clients connected: 0
2018-09-24T18:38:14.739Z: User of type 0 with id WbP4IuYW2F2f-60rAAAB connected
2018-09-24T18:38:14.739Z: Current number of kinect clients connected: 1
2018-09-24T18:38:18.360Z: User of type 0 with id WbP4IuYW2F2f-60rAAAB disconnected
2018-09-24T18:38:18.362Z: Current number of kinect clients connected: 0
2018-09-24T18:46:53.040Z: User of type 0 with id mnHOcQG2KbQFvcf4AAAC connected
2018-09-24T18:46:53.041Z: Current number of kinect clients connected: 1
2018-09-24T18:47:04.582Z: User of type 1 with id W59O5wjGDDNI3Wk7AAAD connected
2018-09-24T18:47:04.598Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.629Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.671Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.721Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.772Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.822Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.872Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.922Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:04.974Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.023Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.074Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.124Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.174Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.223Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.275Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.325Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.376Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.426Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.477Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.527Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.577Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.626Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.677Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.728Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.778Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.828Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.878Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.929Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:05.979Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.030Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.080Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.131Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.181Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.232Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.282Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.333Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.383Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.434Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.484Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.534Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.584Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.634Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.684Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.735Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.785Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.835Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.885Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.935Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:06.985Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.035Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.085Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.135Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.185Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.235Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.285Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.335Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.386Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.435Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.486Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.537Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.586Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.637Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.687Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.738Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.789Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.839Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.890Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.940Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:07.990Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.040Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.090Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.141Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.191Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.241Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.291Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.341Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.391Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.441Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.491Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.542Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.592Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.641Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.692Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.741Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.792Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.841Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.892Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.941Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:08.992Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.042Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.095Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.142Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.191Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.242Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.292Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.342Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.392Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.443Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.492Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.543Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.594Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.643Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.694Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.745Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.795Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.845Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.895Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.944Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:09.995Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.045Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.095Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.145Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.195Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.246Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.297Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.347Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.396Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.447Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.497Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.547Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.597Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.648Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.698Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.747Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.798Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.849Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.898Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.949Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:10.999Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.050Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.101Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.151Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.201Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.250Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.301Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.351Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.402Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.452Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.503Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.553Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.603Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.653Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.704Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.755Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.805Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.856Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.906Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:11.956Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.007Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.056Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.107Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.157Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.207Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.257Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.307Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.358Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.408Z: Web Client - current number of kinects received: 1
